date,politician,mentions
2024-01-06,Карась Євген,1
2024-01-06,Стерненко Сергій,1
2024-01-06,Свириденко Юлія,2
2024-01-06,Верещук Ірина,2
2024-01-06,Маркус Валерій,3
2024-01-06,Кривонос Сергій,2
2024-01-06,Яценюк Арсеній,1
2024-01-07,Кличко Віталій,64
2024-01-07,Залужний Валерій,68
2024-01-07,Зеленський Володимир,525
2024-01-07,Порошенко Петро,30
2024-01-07,Кривонос Сергій,15
2024-01-07,Луценко Юрій,76
2024-01-07,Маркус Валерій,92
2024-01-07,Тимошенко Юлія,22
2024-01-07,Притула Сергій,24
2024-01-07,Терехов Ігор,36
2024-01-07,Кулеба Дмитро,130
2024-01-07,Безугла Мар'яна,12
2024-01-07,Разумков Дмитро,15
2024-01-07,Усик Олександр,10
2024-01-07,Буданов Кирило,14
2024-01-07,Малюк Василь,21
2024-01-07,Бойко Юрій,4
2024-01-07,Арестович Олексій,12
2024-01-07,Стефанчук Руслан,3
2024-01-07,Стерненко Сергій,4
2024-01-07,Умеров Рустем,6
2024-01-07,Портніков Віталій,4
2024-01-07,Бутусов Юрій,2
2024-01-07,Подоляк Михайло,8
2024-01-07,Вілкул Олександр,5
2024-01-07,Гетманцев Данило,7
2024-01-07,Гордон Дмитро,3
2024-01-07,Берлінська Марія,5
2024-01-07,Железняк Ярослав,1
2024-01-07,Чмут Тарас,1
2024-01-07,Верещук Ірина,1
2024-01-07,Прокопенко Денис,3
2024-01-07,Білецький Андрій,3
2024-01-07,Яценюк Арсеній,1
2024-01-07,Мураєв Євген,2
2024-01-07,Ляшко Олег,1
2024-01-08,Подоляк Михайло,40
2024-01-08,Зеленський Володимир,869
2024-01-08,Кличко Віталій,298
2024-01-08,Терехов Ігор,176
2024-01-08,Залужний Валерій,156
2024-01-08,Вілкул Олександр,110
2024-01-08,Арестович Олексій,59
2024-01-08,Умеров Рустем,129
2024-01-08,Железняк Ярослав,109
2024-01-08,Кулеба Дмитро,186
2024-01-08,Безугла Мар'яна,105
2024-01-08,Бутусов Юрій,9
2024-01-08,Буданов Кирило,48
2024-01-08,Малюк Василь,56
2024-01-08,Кривонос Сергій,46
2024-01-08,Стефанчук Руслан,40
2024-01-08,Гетманцев Данило,23
2024-01-08,Портніков Віталій,14
2024-01-08,Разумков Дмитро,19
2024-01-08,Усик Олександр,29
2024-01-08,Тимошенко Юлія,17
2024-01-08,Притула Сергій,50
2024-01-08,Порошенко Петро,25
2024-01-08,Ляшко Олег,1
2024-01-08,Берлінська Марія,13
2024-01-08,Береза Борислав,2
2024-01-08,Луценко Юрій,30
2024-01-08,Стерненко Сергій,4
2024-01-08,Кротевич Богдан,4
2024-01-08,Лаченков Ігор,2
2024-01-08,Маркус Валерій,19
2024-01-08,Гордон Дмитро,3
2024-01-08,Свириденко Юлія,6
2024-01-08,Кузик Петро,4
2024-01-08,Верещук Ірина,1
2024-01-08,Прокопенко Денис,2
2024-01-08,Яценюк Арсеній,1
2024-01-08,Білецький Андрій,3
2024-01-08,Бойко Юрій,3
2024-01-08,Чмут Тарас,1
2024-01-08,Карась Євген,1
2024-01-09,Зеленський Володимир,725
2024-01-09,Подоляк Михайло,20
2024-01-09,Умеров Рустем,203
2024-01-09,Залужний Валерій,214
2024-01-09,Порошенко Петро,23
2024-01-09,Бутусов Юрій,9
2024-01-09,Кличко Віталій,49
2024-01-09,Железняк Ярослав,89
2024-01-09,Тимошенко Юлія,23
2024-01-09,Арестович Олексій,55
2024-01-09,Притула Сергій,33
2024-01-09,Гетманцев Данило,13
2024-01-09,Кулеба Дмитро,78
2024-01-09,Маркус Валерій,44
2024-01-09,Терехов Ігор,32
2024-01-09,Безугла Мар'яна,20
2024-01-09,Разумков Дмитро,13
2024-01-09,Малюк Василь,16
2024-01-09,Стефанчук Руслан,25
2024-01-09,Буданов Кирило,23
2024-01-09,Вілкул Олександр,5
2024-01-09,Усик Олександр,20
2024-01-09,Берлінська Марія,7
2024-01-09,Стерненко Сергій,4
2024-01-09,Портніков Віталій,2
2024-01-09,Бойко Юрій,2
2024-01-09,Кривонос Сергій,9
2024-01-09,Гордон Дмитро,8
2024-01-09,Кротевич Богдан,7
2024-01-09,Луценко Юрій,2
2024-01-09,Береза Борислав,1
2024-01-09,Ляшко Олег,3
2024-01-09,Чмут Тарас,1
2024-01-09,Свириденко Юлія,2
2024-01-09,Кім Віталій,1
2024-01-09,Арахамія Давид,1
2024-01-09,Лаченков Ігор,1
2024-01-09,Верещук Ірина,1
2024-01-09,Прокопенко Денис,1
2024-01-10,Зеленський Володимир,1671
2024-01-10,Залужний Валерій,263
2024-01-10,Подоляк Михайло,31
2024-01-10,Безугла Мар'яна,305
2024-01-10,Арахамія Давид,292
2024-01-10,Гетманцев Данило,19
2024-01-10,Стефанчук Руслан,218
2024-01-10,Порошенко Петро,61
2024-01-10,Тимошенко Юлія,26
2024-01-10,Кличко Віталій,39
2024-01-10,Терехов Ігор,191
2024-01-10,Арестович Олексій,85
2024-01-10,Усик Олександр,10
2024-01-10,Железняк Ярослав,116
2024-01-10,Вілкул Олександр,79
2024-01-10,Умеров Рустем,48
2024-01-10,Буданов Кирило,12
2024-01-10,Чмут Тарас,8
2024-01-10,Маркус Валерій,22
2024-01-10,Берлінська Марія,19
2024-01-10,Разумков Дмитро,33
2024-01-10,Притула Сергій,38
2024-01-10,Малюк Василь,34
2024-01-10,Кулеба Дмитро,24
2024-01-10,Бутусов Юрій,4
2024-01-10,Прокопенко Денис,5
2024-01-10,Луценко Юрій,4
2024-01-10,Портніков Віталій,9
2024-01-10,Ляшко Олег,17
2024-01-10,Кривонос Сергій,6
2024-01-10,Гордон Дмитро,2
2024-01-10,Стерненко Сергій,5
2024-01-10,Свириденко Юлія,5
2024-01-10,Яценюк Арсеній,3
2024-01-10,Верещук Ірина,3
2024-01-10,Бойко Юрій,1
2024-01-10,Лаченков Ігор,1
2024-01-10,Гончаренко Олексій,1
2024-01-10,Білецький Андрій,2
2024-01-11,Зеленський Володимир,2744
2024-01-11,Подоляк Михайло,32
2024-01-11,Стефанчук Руслан,150
2024-01-11,Залужний Валерій,268
2024-01-11,Безугла Мар'яна,272
2024-01-11,Арахамія Давид,272
2024-01-11,Кулеба Дмитро,121
2024-01-11,Тимошенко Юлія,20
2024-01-11,Луценко Юрій,10
2024-01-11,Умеров Рустем,132
2024-01-11,Железняк Ярослав,47
2024-01-11,Порошенко Петро,54
2024-01-11,Разумков Дмитро,6
2024-01-11,Терехов Ігор,50
2024-01-11,Притула Сергій,31
2024-01-11,Арестович Олексій,34
2024-01-11,Яценюк Арсеній,7
2024-01-11,Бутусов Юрій,8
2024-01-11,Кличко Віталій,23
2024-01-11,Мураєв Євген,1
2024-01-11,Свириденко Юлія,4
2024-01-11,Берлінська Марія,16
2024-01-11,Маркус Валерій,6
2024-01-11,Буданов Кирило,10
2024-01-11,Вілкул Олександр,18
2024-01-11,Усик Олександр,16
2024-01-11,Кротевич Богдан,3
2024-01-11,Гетманцев Данило,1
2024-01-11,Прокопенко Денис,7
2024-01-11,Гордон Дмитро,4
2024-01-11,Малюк Василь,20
2024-01-11,Кривонос Сергій,15
2024-01-11,Верещук Ірина,2
2024-01-11,Портніков Віталій,7
2024-01-11,Лаченков Ігор,1
2024-01-11,Ляшко Олег,7
2024-01-11,Бойко Юрій,1
2024-01-11,Іллєнко Андрій,1
2024-01-11,Білецький Андрій,2
2024-01-11,Чмут Тарас,1
2024-01-11,Стерненко Сергій,1
2024-01-11,Кузик Петро,1
2024-01-11,Береза Борислав,1
2024-01-12,Зеленський Володимир,2320
2024-01-12,Безугла Мар'яна,206
2024-01-12,Буданов Кирило,262
2024-01-12,Кулеба Дмитро,28
2024-01-12,Арахамія Давид,143
2024-01-12,Кличко Віталій,81
2024-01-12,Залужний Валерій,97
2024-01-12,Гетманцев Данило,13
2024-01-12,Тимошенко Юлія,42
2024-01-12,Подоляк Михайло,32
2024-01-12,Порошенко Петро,38
2024-01-12,Усик Олександр,24
2024-01-12,Притула Сергій,24
2024-01-12,Умеров Рустем,43
2024-01-12,Кім Віталій,3
2024-01-12,Стефанчук Руслан,23
2024-01-12,Ляшко Олег,17
2024-01-12,Вілкул Олександр,13
2024-01-12,Маркус Валерій,7
2024-01-12,Яценюк Арсеній,5
2024-01-12,Свириденко Юлія,14
2024-01-12,Береза Борислав,2
2024-01-12,Бутусов Юрій,12
2024-01-12,Кротевич Богдан,3
2024-01-12,Бойко Юрій,1
2024-01-12,Железняк Ярослав,11
2024-01-12,Гордон Дмитро,2
2024-01-12,Арестович Олексій,15
2024-01-12,Мураєв Євген,2
2024-01-12,Разумков Дмитро,8
2024-01-12,Малюк Василь,12
2024-01-12,Терехов Ігор,19
2024-01-12,Портніков Віталій,2
2024-01-12,Берлінська Марія,7
2024-01-12,Луценко Юрій,5
2024-01-12,Білецький Андрій,2
2024-01-12,Прокопенко Денис,4
2024-01-12,Кривонос Сергій,2
2024-01-12,Стерненко Сергій,3
2024-01-12,Верещук Ірина,3
2024-01-12,Кузик Петро,4
2024-01-13,Кулеба Дмитро,82
2024-01-13,Зеленський Володимир,1047
2024-01-13,Притула Сергій,21
2024-01-13,Кличко Віталій,142
2024-01-13,Железняк Ярослав,7
2024-01-13,Берлінська Марія,12
2024-01-13,Залужний Валерій,43
2024-01-13,Безугла Мар'яна,24
2024-01-13,Прокопенко Денис,4
2024-01-13,Умеров Рустем,21
2024-01-13,Арестович Олексій,20
2024-01-13,Усик Олександр,19
2024-01-13,Буданов Кирило,58
2024-01-13,Тимошенко Юлія,14
2024-01-13,Подоляк Михайло,35
2024-01-13,Кім Віталій,29
2024-01-13,Порошенко Петро,22
2024-01-13,Арахамія Давид,15
2024-01-13,Береза Борислав,3
2024-01-13,Разумков Дмитро,1
2024-01-13,Бутусов Юрій,4
2024-01-13,Малюк Василь,18
2024-01-13,Свириденко Юлія,3
2024-01-13,Стерненко Сергій,3
2024-01-13,Яценюк Арсеній,2
2024-01-13,Білецький Андрій,1
2024-01-13,Вілкул Олександр,6
2024-01-13,Верещук Ірина,7
2024-01-13,Ляшко Олег,4
2024-01-13,Стефанчук Руслан,9
2024-01-13,Маркус Валерій,3
2024-01-13,Портніков Віталій,2
2024-01-13,Гордон Дмитро,2
2024-01-13,Луценко Юрій,2
2024-01-13,Мураєв Євген,1
2024-01-13,Терехов Ігор,3
2024-01-13,Гетманцев Данило,2
2024-01-14,Зеленський Володимир,967
2024-01-14,Залужний Валерій,166
2024-01-14,Чмут Тарас,10
2024-01-14,Буданов Кирило,19
2024-01-14,Кім Віталій,10
2024-01-14,Тимошенко Юлія,37
2024-01-14,Безугла Мар'яна,21
2024-01-14,Кличко Віталій,50
2024-01-14,Арахамія Давид,10
2024-01-14,Арестович Олексій,38
2024-01-14,Кулеба Дмитро,21
2024-01-14,Усик Олександр,20
2024-01-14,Умеров Рустем,26
2024-01-14,Стефанчук Руслан,11
2024-01-14,Стерненко Сергій,3
2024-01-14,Берлінська Марія,12
2024-01-14,Порошенко Петро,20
2024-01-14,Свириденко Юлія,7
2024-01-14,Терехов Ігор,22
2024-01-14,Прокопенко Денис,13
2024-01-14,Притула Сергій,27
2024-01-14,Мураєв Євген,2
2024-01-14,Разумков Дмитро,2
2024-01-14,Подоляк Михайло,8
2024-01-14,Білецький Андрій,1
2024-01-14,Вілкул Олександр,7
2024-01-14,Бутусов Юрій,4
2024-01-14,Малюк Василь,18
2024-01-14,Портніков Віталій,6
2024-01-14,Железняк Ярослав,10
2024-01-14,Яценюк Арсеній,1
2024-01-14,Маркус Валерій,11
2024-01-14,Кротевич Богдан,1
2024-01-14,Гетманцев Данило,1
2024-01-14,Ляшко Олег,1
2024-01-14,Кривонос Сергій,1
2024-01-14,Верещук Ірина,1
2024-01-15,Залужний Валерій,533
2024-01-15,Зеленський Володимир,1263
2024-01-15,Подоляк Михайло,56
2024-01-15,Арестович Олексій,106
2024-01-15,Кулеба Дмитро,90
2024-01-15,Буданов Кирило,86
2024-01-15,Железняк Ярослав,54
2024-01-15,Тимошенко Юлія,29
2024-01-15,Малюк Василь,38
2024-01-15,Умеров Рустем,45
2024-01-15,Порошенко Петро,48
2024-01-15,Мураєв Євген,3
2024-01-15,Усик Олександр,22
2024-01-15,Кім Віталій,36
2024-01-15,Безугла Мар'яна,35
2024-01-15,Притула Сергій,30
2024-01-15,Маркус Валерій,16
2024-01-15,Кличко Віталій,22
2024-01-15,Разумков Дмитро,5
2024-01-15,Ляшко Олег,3
2024-01-15,Стефанчук Руслан,10
2024-01-15,Гордон Дмитро,8
2024-01-15,Берлінська Марія,19
2024-01-15,Береза Борислав,3
2024-01-15,Бойко Юрій,1
2024-01-15,Свириденко Юлія,6
2024-01-15,Вілкул Олександр,11
2024-01-15,Терехов Ігор,9
2024-01-15,Портніков Віталій,5
2024-01-15,Бутусов Юрій,3
2024-01-15,Арахамія Давид,4
2024-01-15,Верещук Ірина,6
2024-01-15,Яценюк Арсеній,1
2024-01-15,Стерненко Сергій,3
2024-01-15,Гетманцев Данило,4
2024-01-15,Лаченков Ігор,1
2024-01-15,Прокопенко Денис,4
2024-01-15,Чмут Тарас,1
2024-01-16,Подоляк Михайло,44
2024-01-16,Залужний Валерій,117
2024-01-16,Арестович Олексій,113
2024-01-16,Зеленський Володимир,2313
2024-01-16,Кулеба Дмитро,498
2024-01-16,Безугла Мар'яна,111
2024-01-16,Железняк Ярослав,211
2024-01-16,Арахамія Давид,24
2024-01-16,Порошенко Петро,122
2024-01-16,Терехов Ігор,166
2024-01-16,Буданов Кирило,28
2024-01-16,Кличко Віталій,24
2024-01-16,Умеров Рустем,43
2024-01-16,Усик Олександр,31
2024-01-16,Малюк Василь,21
2024-01-16,Верещук Ірина,5
2024-01-16,Бутусов Юрій,2
2024-01-16,Притула Сергій,48
2024-01-16,Портніков Віталій,6
2024-01-16,Гордон Дмитро,4
2024-01-16,Тимошенко Юлія,15
2024-01-16,Стефанчук Руслан,24
2024-01-16,Разумков Дмитро,7
2024-01-16,Береза Борислав,1
2024-01-16,Вілкул Олександр,6
2024-01-16,Кім Віталій,1
2024-01-16,Свириденко Юлія,9
2024-01-16,Маркус Валерій,5
2024-01-16,Прокопенко Денис,3
2024-01-16,Берлінська Марія,13
2024-01-16,Мураєв Євген,3
2024-01-16,Гетманцев Данило,2
2024-01-16,Яценюк Арсеній,1
2024-01-16,Іллєнко Андрій,1
2024-01-16,Стерненко Сергій,3
2024-01-16,Кривонос Сергій,1
2024-01-16,Чорногоренко Катерина,1
2024-01-16,Чмут Тарас,1
2024-01-16,Карась Євген,1
2024-01-17,Терехов Ігор,58
2024-01-17,Зеленський Володимир,1929
2024-01-17,Подоляк Михайло,65
2024-01-17,Залужний Валерій,150
2024-01-17,Кулеба Дмитро,165
2024-01-17,Малюк Василь,23
2024-01-17,Стефанчук Руслан,71
2024-01-17,Порошенко Петро,113
2024-01-17,Безугла Мар'яна,38
2024-01-17,Арахамія Давид,24
2024-01-17,Луценко Юрій,7
2024-01-17,Арестович Олексій,32
2024-01-17,Притула Сергій,27
2024-01-17,Берлінська Марія,14
2024-01-17,Буданов Кирило,29
2024-01-17,Бутусов Юрій,11
2024-01-17,Умеров Рустем,24
2024-01-17,Кличко Віталій,10
2024-01-17,Портніков Віталій,28
2024-01-17,Разумков Дмитро,5
2024-01-17,Тимошенко Юлія,12
2024-01-17,Железняк Ярослав,14
2024-01-17,Усик Олександр,26
2024-01-17,Гордон Дмитро,3
2024-01-17,Ляшко Олег,8
2024-01-17,Бойко Юрій,2
2024-01-17,Стерненко Сергій,4
2024-01-17,Кім Віталій,3
2024-01-17,Вілкул Олександр,10
2024-01-17,Кривонос Сергій,8
2024-01-17,Маркус Валерій,12
2024-01-17,Чмут Тарас,2
2024-01-17,Мураєв Євген,5
2024-01-17,Давидюк Микола,2
2024-01-17,Прокопенко Денис,5
2024-01-17,Лаченков Ігор,1
2024-01-17,Білецький Андрій,2
2024-01-17,Свириденко Юлія,3
2024-01-17,Верещук Ірина,1
2024-01-17,Гончаренко Олексій,1
2024-01-18,Подоляк Михайло,21
2024-01-18,Зеленський Володимир,1271
2024-01-18,Умеров Рустем,173
2024-01-18,Берлінська Марія,72
2024-01-18,Кулеба Дмитро,186
2024-01-18,Залужний Валерій,107
2024-01-18,Кличко Віталій,57
2024-01-18,Железняк Ярослав,21
2024-01-18,Прокопенко Денис,5
2024-01-18,Кривонос Сергій,17
2024-01-18,Притула Сергій,41
2024-01-18,Порошенко Петро,42
2024-01-18,Арестович Олексій,38
2024-01-18,Терехов Ігор,15
2024-01-18,Свириденко Юлія,6
2024-01-18,Буданов Кирило,16
2024-01-18,Маркус Валерій,16
2024-01-18,Малюк Василь,22
2024-01-18,Яценюк Арсеній,9
2024-01-18,Стефанчук Руслан,28
2024-01-18,Ляшко Олег,11
2024-01-18,Білецький Андрій,2
2024-01-18,Портніков Віталій,17
2024-01-18,Безугла Мар'яна,12
2024-01-18,Береза Борислав,2
2024-01-18,Гордон Дмитро,2
2024-01-18,Бутусов Юрій,5
2024-01-18,Усик Олександр,29
2024-01-18,Вілкул Олександр,13
2024-01-18,Тимошенко Юлія,8
2024-01-18,Арахамія Давид,8
2024-01-18,Разумков Дмитро,3
2024-01-18,Гетманцев Данило,2
2024-01-18,Лаченков Ігор,1
2024-01-18,Мураєв Євген,2
2024-01-18,Луценко Юрій,2
2024-01-18,Стерненко Сергій,3
2024-01-18,Кротевич Богдан,1
2024-01-18,Бойко Юрій,2
2024-01-18,Чорногоренко Катерина,1
2024-01-19,Зеленський Володимир,943
2024-01-19,Бутусов Юрій,84
2024-01-19,Подоляк Михайло,40
2024-01-19,Кулеба Дмитро,393
2024-01-19,Залужний Валерій,59
2024-01-19,Тимошенко Юлія,8
2024-01-19,Маркус Валерій,16
2024-01-19,Чорногоренко Катерина,82
2024-01-19,Берлінська Марія,96
2024-01-19,Кличко Віталій,34
2024-01-19,Малюк Василь,23
2024-01-19,Арестович Олексій,52
2024-01-19,Порошенко Петро,29
2024-01-19,Усик Олександр,21
2024-01-19,Стерненко Сергій,2
2024-01-19,Буданов Кирило,55
2024-01-19,Притула Сергій,34
2024-01-19,Кривонос Сергій,3
2024-01-19,Портніков Віталій,8
2024-01-19,Вілкул Олександр,19
2024-01-19,Яценюк Арсеній,11
2024-01-19,Кротевич Богдан,3
2024-01-19,Ляшко Олег,3
2024-01-19,Терехов Ігор,19
2024-01-19,Железняк Ярослав,11
2024-01-19,Безугла Мар'яна,7
2024-01-19,Бойко Юрій,2
2024-01-19,Стефанчук Руслан,18
2024-01-19,Разумков Дмитро,3
2024-01-19,Умеров Рустем,16
2024-01-19,Арахамія Давид,7
2024-01-19,Береза Борислав,1
2024-01-19,Бровді Роберт,1
2024-01-19,Гетманцев Данило,8
2024-01-19,Чмут Тарас,7
2024-01-19,Свириденко Юлія,3
2024-01-19,Прокопенко Денис,4
2024-01-19,Білецький Андрій,1
2024-01-19,Мураєв Євген,1
2024-01-19,Луценко Юрій,1
2024-01-19,Гордон Дмитро,2
2024-01-20,Подоляк Михайло,197
2024-01-20,Зеленський Володимир,1030
2024-01-20,Умеров Рустем,32
2024-01-20,Порошенко Петро,47
2024-01-20,Залужний Валерій,114
2024-01-20,Арестович Олексій,37
2024-01-20,Бутусов Юрій,29
2024-01-20,Кулеба Дмитро,66
2024-01-20,Притула Сергій,22
2024-01-20,Терехов Ігор,25
2024-01-20,Буданов Кирило,72
2024-01-20,Усик Олександр,27
2024-01-20,Маркус Валерій,11
2024-01-20,Малюк Василь,21
2024-01-20,Берлінська Марія,20
2024-01-20,Кривонос Сергій,1
2024-01-20,Разумков Дмитро,1
2024-01-20,Кличко Віталій,22
2024-01-20,Береза Борислав,1
2024-01-20,Вілкул Олександр,5
2024-01-20,Чмут Тарас,2
2024-01-20,Железняк Ярослав,3
2024-01-20,Стефанчук Руслан,11
2024-01-20,Прокопенко Денис,2
2024-01-20,Портніков Віталій,4
2024-01-20,Безугла Мар'яна,1
2024-01-20,Бровді Роберт,2
2024-01-20,Білецький Андрій,1
2024-01-20,Тимошенко Юлія,5
2024-01-20,Чорногоренко Катерина,4
2024-01-20,Верещук Ірина,2
2024-01-20,Арахамія Давид,1
2024-01-20,Свириденко Юлія,2
2024-01-20,Яценюк Арсеній,3
2024-01-20,Стерненко Сергій,4
2024-01-20,Бойко Юрій,1
2024-01-20,Мураєв Євген,1
2024-01-20,Гетманцев Данило,1
2024-01-20,Давидюк Микола,1
2024-01-20,Ляшко Олег,2
2024-01-21,Кличко Віталій,69
2024-01-21,Зеленський Володимир,1064
2024-01-21,Буданов Кирило,429
2024-01-21,Усик Олександр,14
2024-01-21,Залужний Валерій,79
2024-01-21,Умеров Рустем,19
2024-01-21,Кулеба Дмитро,23
2024-01-21,Малюк Василь,36
2024-01-21,Подоляк Михайло,65
2024-01-21,Порошенко Петро,29
2024-01-21,Бутусов Юрій,15
2024-01-21,Арестович Олексій,34
2024-01-21,Берлінська Марія,12
2024-01-21,Притула Сергій,30
2024-01-21,Мураєв Євген,4
2024-01-21,Кім Віталій,1
2024-01-21,Яценюк Арсеній,4
2024-01-21,Арахамія Давид,2
2024-01-21,Безугла Мар'яна,2
2024-01-21,Чорногоренко Катерина,5
2024-01-21,Стефанчук Руслан,1
2024-01-21,Терехов Ігор,4
2024-01-21,Портніков Віталій,1
2024-01-21,Маркус Валерій,5
2024-01-21,Стерненко Сергій,2
2024-01-21,Вілкул Олександр,4
2024-01-21,Давидюк Микола,1
2024-01-21,Верещук Ірина,1
2024-01-21,Тимошенко Юлія,2
2024-01-21,Разумков Дмитро,2
2024-01-21,Железняк Ярослав,3
2024-01-21,Гетманцев Данило,1
2024-01-21,Береза Борислав,1
2024-01-22,Зеленський Володимир,3192
2024-01-22,Подоляк Михайло,52
2024-01-22,Кличко Віталій,160
2024-01-22,Буданов Кирило,81
2024-01-22,Залужний Валерій,101
2024-01-22,Тимошенко Юлія,19
2024-01-22,Кулеба Дмитро,69
2024-01-22,Притула Сергій,28
2024-01-22,Умеров Рустем,37
2024-01-22,Арестович Олексій,38
2024-01-22,Берлінська Марія,25
2024-01-22,Свириденко Юлія,7
2024-01-22,Стефанчук Руслан,14
2024-01-22,Терехов Ігор,29
2024-01-22,Порошенко Петро,51
2024-01-22,Малюк Василь,25
2024-01-22,Железняк Ярослав,9
2024-01-22,Усик Олександр,36
2024-01-22,Бойко Юрій,2
2024-01-22,Безугла Мар'яна,6
2024-01-22,Береза Борислав,1
2024-01-22,Прокопенко Денис,3
2024-01-22,Гордон Дмитро,2
2024-01-22,Бутусов Юрій,8
2024-01-22,Яценюк Арсеній,4
2024-01-22,Вілкул Олександр,11
2024-01-22,Портніков Віталій,7
2024-01-22,Кривонос Сергій,9
2024-01-22,Маркус Валерій,6
2024-01-22,Чмут Тарас,1
2024-01-22,Мураєв Євген,1
2024-01-22,Чорногоренко Катерина,14
2024-01-22,Стерненко Сергій,3
2024-01-22,Ляшко Олег,3
2024-01-22,Давидюк Микола,2
2024-01-22,Разумков Дмитро,2
2024-01-22,Білецький Андрій,1
2024-01-22,Кротевич Богдан,1
2024-01-22,Бровді Роберт,1
2024-01-22,Кузик Петро,1
2024-01-23,Подоляк Михайло,50
2024-01-23,Залужний Валерій,235
2024-01-23,Зеленський Володимир,1509
2024-01-23,Порошенко Петро,59
2024-01-23,Кличко Віталій,694
2024-01-23,Арестович Олексій,28
2024-01-23,Кулеба Дмитро,73
2024-01-23,Терехов Ігор,551
2024-01-23,Умеров Рустем,48
2024-01-23,Буданов Кирило,112
2024-01-23,Тимошенко Юлія,14
2024-01-23,Яценюк Арсеній,3
2024-01-23,Стерненко Сергій,2
2024-01-23,Малюк Василь,24
2024-01-23,Железняк Ярослав,11
2024-01-23,Стефанчук Руслан,20
2024-01-23,Притула Сергій,32
2024-01-23,Білецький Андрій,2
2024-01-23,Усик Олександр,17
2024-01-23,Свириденко Юлія,4
2024-01-23,Бутусов Юрій,5
2024-01-23,Мураєв Євген,2
2024-01-23,Гетманцев Данило,6
2024-01-23,Береза Борислав,8
2024-01-23,Маркус Валерій,9
2024-01-23,Кротевич Богдан,3
2024-01-23,Берлінська Марія,8
2024-01-23,Арахамія Давид,1
2024-01-23,Гордон Дмитро,4
2024-01-23,Вілкул Олександр,6
2024-01-23,Кривонос Сергій,3
2024-01-23,Луценко Юрій,2
2024-01-23,Портніков Віталій,4
2024-01-23,Верещук Ірина,1
2024-01-23,Давидюк Микола,1
2024-01-23,Прокопенко Денис,2
2024-01-23,Безугла Мар'яна,1
2024-01-23,Разумков Дмитро,1
2024-01-23,Ляшко Олег,2
2024-01-24,Залужний Валерій,373
2024-01-24,Буданов Кирило,237
2024-01-24,Малюк Василь,168
2024-01-24,Подоляк Михайло,187
2024-01-24,Зеленський Володимир,1596
2024-01-24,Кривонос Сергій,42
2024-01-24,Ляшко Олег,29
2024-01-24,Терехов Ігор,109
2024-01-24,Умеров Рустем,75
2024-01-24,Бойко Юрій,1
2024-01-24,Стерненко Сергій,23
2024-01-24,Кулеба Дмитро,129
2024-01-24,Арестович Олексій,93
2024-01-24,Притула Сергій,28
2024-01-24,Порошенко Петро,22
2024-01-24,Усик Олександр,23
2024-01-24,Тимошенко Юлія,21
2024-01-24,Кличко Віталій,24
2024-01-24,Свириденко Юлія,5
2024-01-24,Яценюк Арсеній,3
2024-01-24,Білецький Андрій,10
2024-01-24,Гордон Дмитро,6
2024-01-24,Вілкул Олександр,8
2024-01-24,Бутусов Юрій,12
2024-01-24,Железняк Ярослав,10
2024-01-24,Маркус Валерій,9
2024-01-24,Кротевич Богдан,3
2024-01-24,Берлінська Марія,11
2024-01-24,Портніков Віталій,7
2024-01-24,Разумков Дмитро,2
2024-01-24,Карась Євген,1
2024-01-24,Стефанчук Руслан,8
2024-01-24,Давидюк Микола,1
2024-01-24,Бровді Роберт,3
2024-01-24,Прокопенко Денис,4
2024-01-24,Безугла Мар'яна,5
2024-01-24,Кім Віталій,1
2024-01-24,Кузик Петро,1
2024-01-24,Гетманцев Данило,1
2024-01-24,Береза Борислав,1
2024-01-24,Мураєв Євген,1
2024-01-25,Зеленський Володимир,1548
2024-01-25,Подоляк Михайло,41
2024-01-25,Бутусов Юрій,103
2024-01-25,Залужний Валерій,203
2024-01-25,Притула Сергій,45
2024-01-25,Умеров Рустем,81
2024-01-25,Кулеба Дмитро,154
2024-01-25,Тимошенко Юлія,10
2024-01-25,Яценюк Арсеній,14
2024-01-25,Стерненко Сергій,9
2024-01-25,Буданов Кирило,55
2024-01-25,Кличко Віталій,14
2024-01-25,Арестович Олексій,50
2024-01-25,Малюк Василь,45
2024-01-25,Кривонос Сергій,14
2024-01-25,Терехов Ігор,48
2024-01-25,Порошенко Петро,18
2024-01-25,Железняк Ярослав,7
2024-01-25,Чорногоренко Катерина,3
2024-01-25,Усик Олександр,16
2024-01-25,Арахамія Давид,9
2024-01-25,Луценко Юрій,1
2024-01-25,Білецький Андрій,3
2024-01-25,Верещук Ірина,4
2024-01-25,Гордон Дмитро,1
2024-01-25,Кім Віталій,1
2024-01-25,Портніков Віталій,8
2024-01-25,Берлінська Марія,7
2024-01-25,Свириденко Юлія,3
2024-01-25,Ляшко Олег,15
2024-01-25,Вілкул Олександр,10
2024-01-25,Кротевич Богдан,3
2024-01-25,Гетманцев Данило,2
2024-01-25,Стефанчук Руслан,2
2024-01-25,Маркус Валерій,6
2024-01-25,Мураєв Євген,4
2024-01-25,Безугла Мар'яна,1
2024-01-25,Чмут Тарас,1
2024-01-25,Бровді Роберт,1
2024-01-25,Прокопенко Денис,2
2024-01-26,Подоляк Михайло,42
2024-01-26,Зеленський Володимир,880
2024-01-26,Притула Сергій,41
2024-01-26,Арестович Олексій,46
2024-01-26,Стерненко Сергій,35
