date,politician,mentions
2023-09-02,Кулеба Дмитро,1
2023-09-02,Подоляк Михайло,1
2023-09-02,Верещук Ірина,1
2023-09-02,Залужний Валерій,6
2023-09-03,Зеленський Володимир,13
2023-09-03,Умеров Рустем,6
2023-09-03,Буданов Кирило,1
2023-09-03,Усик Олександр,2
2023-09-03,Арестович Олексій,1
2023-09-03,Стефанчук Руслан,1
2023-09-03,Притула Сергій,1
2023-09-04,Зеленський Володимир,14
2023-09-04,Порошенко Петро,1
2023-09-04,Умеров Рустем,8
2023-09-04,Залужний Валерій,2
2023-09-04,Железняк Ярослав,2
2023-09-04,Кулеба Дмитро,1
2023-09-04,Буданов Кирило,1
2023-09-04,Усик Олександр,1
2023-09-05,Зеленський Володимир,16
2023-09-05,Притула Сергій,1
2023-09-05,Кличко Віталій,3
2023-09-05,Умеров Рустем,3
2023-09-05,Порошенко Петро,2
2023-09-05,Яценюк Арсеній,1
2023-09-05,Железняк Ярослав,5
2023-09-05,Арахамія Давид,1
2023-09-05,Кулеба Дмитро,1
2023-09-05,Кривонос Сергій,1
2023-09-06,Зеленський Володимир,21
2023-09-06,Умеров Рустем,10
2023-09-06,Яценюк Арсеній,1
2023-09-06,Железняк Ярослав,1
2023-09-06,Порошенко Петро,1
2023-09-06,Кулеба Дмитро,1
2023-09-06,Притула Сергій,1
2023-09-07,Буданов Кирило,8
2023-09-07,Зеленський Володимир,8
2023-09-07,Ляшко Олег,1
2023-09-07,Кулеба Дмитро,1
2023-09-07,Умеров Рустем,1
2023-09-07,Притула Сергій,1
2023-09-07,Подоляк Михайло,13
2023-09-08,Подоляк Михайло,3
2023-09-08,Зеленський Володимир,7
2023-09-08,Малюк Василь,1
2023-09-08,Кулеба Дмитро,1
2023-09-08,Вілкул Олександр,1
2023-09-09,Зеленський Володимир,11
2023-09-09,Железняк Ярослав,3
2023-09-09,Порошенко Петро,1
2023-09-09,Кулеба Дмитро,1
2023-09-09,Умеров Рустем,1
2023-09-09,Усик Олександр,1
2023-09-09,Білецький Андрій,1
2023-09-09,Кличко Віталій,1
2023-09-09,Терехов Ігор,1
2023-09-09,Залужний Валерій,1
2023-09-09,Арестович Олексій,7
2023-09-10,Зеленський Володимир,7
2023-09-10,Буданов Кирило,6
2023-09-10,Кулеба Дмитро,1
2023-09-11,Зеленський Володимир,17
2023-09-11,Арахамія Давид,1
2023-09-11,Буданов Кирило,3
2023-09-11,Порошенко Петро,1
2023-09-11,Кулеба Дмитро,2
2023-09-11,Кличко Віталій,1
2023-09-12,Зеленський Володимир,30
2023-09-12,Арестович Олексій,3
2023-09-12,Буданов Кирило,3
2023-09-12,Притула Сергій,1
2023-09-12,Подоляк Михайло,6
2023-09-12,Кличко Віталій,1
2023-09-12,Свириденко Юлія,1
2023-09-12,Луценко Юрій,1
2023-09-12,Разумков Дмитро,5
2023-09-13,Зеленський Володимир,16
2023-09-13,Буданов Кирило,7
2023-09-13,Ляшко Олег,1
2023-09-13,Кличко Віталій,4
2023-09-13,Подоляк Михайло,7
2023-09-13,Залужний Валерій,1
2023-09-13,Тимошенко Юлія,1
2023-09-13,Кулеба Дмитро,2
2023-09-13,Безугла Мар'яна,1
2023-09-13,Арестович Олексій,1
2023-09-14,Зеленський Володимир,6
2023-09-14,Малюк Василь,2
2023-09-14,Притула Сергій,2
2023-09-14,Буданов Кирило,1
2023-09-14,Кулеба Дмитро,1
2023-09-14,Бутусов Юрій,1
2023-09-15,Малюк Василь,2
2023-09-15,Кличко Віталій,3
2023-09-15,Железняк Ярослав,3
2023-09-15,Зеленський Володимир,16
2023-09-15,Буданов Кирило,1
2023-09-15,Тимошенко Юлія,2
2023-09-15,Порошенко Петро,4
2023-09-15,Кулеба Дмитро,1
2023-09-15,Білецький Андрій,1
2023-09-15,Подоляк Михайло,1
2023-09-15,Залужний Валерій,13
2023-09-15,Притула Сергій,1
2023-09-16,Буданов Кирило,2
2023-09-16,Маркус Валерій,2
2023-09-16,Зеленський Володимир,8
2023-09-16,Подоляк Михайло,2
2023-09-16,Кличко Віталій,1
2023-09-16,Білецький Андрій,2
2023-09-17,Подоляк Михайло,3
2023-09-17,Зеленський Володимир,22
2023-09-17,Гетманцев Данило,1
2023-09-17,Буданов Кирило,1
2023-09-17,Усик Олександр,2
2023-09-18,Зеленський Володимир,19
2023-09-18,Бойко Юрій,2
2023-09-18,Буданов Кирило,7
2023-09-18,Залужний Валерій,1
2023-09-18,Умеров Рустем,1
2023-09-18,Терехов Ігор,2
2023-09-18,Железняк Ярослав,1
2023-09-18,Свириденко Юлія,1
2023-09-19,Зеленський Володимир,37
2023-09-19,Усик Олександр,1
2023-09-19,Малюк Василь,1
2023-09-19,Берлінська Марія,1
2023-09-19,Притула Сергій,1
2023-09-20,Зеленський Володимир,79
2023-09-20,Буданов Кирило,1
2023-09-20,Бойко Юрій,1
2023-09-20,Кулеба Дмитро,2
2023-09-20,Ляшко Олег,1
2023-09-20,Притула Сергій,14
2023-09-20,Лаченков Ігор,13
2023-09-20,Арахамія Давид,1
2023-09-20,Умеров Рустем,1
2023-09-21,Кличко Віталій,7
2023-09-21,Зеленський Володимир,71
2023-09-21,Арахамія Давид,2
2023-09-21,Порошенко Петро,1
2023-09-21,Терехов Ігор,1
2023-09-21,Залужний Валерій,10
2023-09-21,Малюк Василь,3
2023-09-21,Бойко Юрій,3
2023-09-21,Арестович Олексій,1
2023-09-21,Подоляк Михайло,1
2023-09-22,Зеленський Володимир,29
2023-09-22,Буданов Кирило,9
2023-09-22,Умеров Рустем,1
2023-09-22,Притула Сергій,1
2023-09-22,Кличко Віталій,1
2023-09-23,Зеленський Володимир,26
2023-09-23,Буданов Кирило,10
2023-09-23,Арестович Олексій,2
2023-09-23,Верещук Ірина,2
2023-09-23,Стефанчук Руслан,2
2023-09-23,Порошенко Петро,1
2023-09-23,Бутусов Юрій,1
2023-09-23,Маркус Валерій,1
2023-09-23,Кулеба Дмитро,1
2023-09-23,Залужний Валерій,1
2023-09-24,Зеленський Володимир,12
2023-09-24,Притула Сергій,4
2023-09-24,Буданов Кирило,2
2023-09-24,Берлінська Марія,1
2023-09-24,Кулеба Дмитро,1
2023-09-24,Тимошенко Юлія,1
2023-09-24,Арестович Олексій,1
2023-09-25,Зеленський Володимир,33
2023-09-25,Порошенко Петро,1
2023-09-25,Умеров Рустем,2
2023-09-25,Стефанчук Руслан,2
2023-09-25,Арестович Олексій,1
2023-09-25,Подоляк Михайло,1
2023-09-25,Карась Євген,4
2023-09-25,Берлінська Марія,8
2023-09-26,Зеленський Володимир,10
2023-09-26,Порошенко Петро,1
2023-09-26,Арестович Олексій,2
2023-09-26,Притула Сергій,1
2023-09-26,Буданов Кирило,3
2023-09-26,Кузик Петро,1
2023-09-26,Залужний Валерій,1
2023-09-26,Стефанчук Руслан,1
2023-09-27,Арестович Олексій,6
2023-09-27,Умеров Рустем,4
2023-09-27,Зеленський Володимир,28
2023-09-27,Чорногоренко Катерина,2
2023-09-27,Кличко Віталій,2
2023-09-27,Усик Олександр,1
2023-09-27,Терехов Ігор,1
2023-09-27,Притула Сергій,1
2023-09-27,Залужний Валерій,1
2023-09-27,Порошенко Петро,2
2023-09-27,Стефанчук Руслан,1
2023-09-28,Верещук Ірина,3
2023-09-28,Арестович Олексій,5
2023-09-28,Кулеба Дмитро,3
2023-09-28,Зеленський Володимир,22
2023-09-28,Умеров Рустем,2
2023-09-28,Гетманцев Данило,1
2023-09-28,Порошенко Петро,2
2023-09-28,Кличко Віталій,1
2023-09-28,Притула Сергій,1
2023-09-29,Кличко Віталій,6
2023-09-29,Зеленський Володимир,22
2023-09-29,Усик Олександр,5
2023-09-29,Порошенко Петро,1
2023-09-29,Тимошенко Юлія,1
2023-09-29,Свириденко Юлія,1
2023-09-30,Зеленський Володимир,25
2023-09-30,Порошенко Петро,1
2023-09-30,Арестович Олексій,2
2023-09-30,Тимошенко Юлія,1
2023-09-30,Кулеба Дмитро,1
2023-09-30,Свириденко Юлія,1
2023-09-30,Кличко Віталій,1
2023-09-30,Берлінська Марія,1
2023-10-01,Зеленський Володимир,10
2023-10-01,Железняк Ярослав,3
2023-10-01,Притула Сергій,1
2023-10-01,Терехов Ігор,1
2023-10-01,Кличко Віталій,1
2023-10-01,Малюк Василь,1
2023-10-02,Зеленський Володимир,24
2023-10-02,Малюк Василь,1
2023-10-02,Арестович Олексій,2
2023-10-02,Залужний Валерій,1
2023-10-02,Усик Олександр,1
2023-10-02,Кличко Віталій,1
2023-10-02,Железняк Ярослав,1
2023-10-02,Подоляк Михайло,1
2023-10-02,Кулеба Дмитро,1
2023-10-03,Зеленський Володимир,5
2023-10-03,Іллєнко Андрій,1
2023-10-03,Кличко Віталій,1
2023-10-03,Буданов Кирило,1
2023-10-03,Арестович Олексій,3
2023-10-03,Железняк Ярослав,1
2023-10-03,Ляшко Олег,16
2023-10-03,Кулеба Дмитро,1
2023-10-03,Берлінська Марія,1
2023-10-03,Маркус Валерій,11
2023-10-04,Ляшко Олег,4
2023-10-04,Буданов Кирило,2
2023-10-04,Зеленський Володимир,16
2023-10-04,Кулеба Дмитро,1
2023-10-04,Тимошенко Юлія,1
2023-10-04,Порошенко Петро,2
2023-10-04,Арестович Олексій,1
2023-10-04,Залужний Валерій,1
2023-10-04,Кличко Віталій,1
